run,trades,ending_r,max_drawdown_r,min_equity_r,max_equity_r
672,67,47.0,8.0,3.0,47.0
673,67,47.0,12.0,2.0,48.0
674,67,47.0,9.0,-10.0,47.0
675,67,47.0,7.0,-7.0,50.0
676,67,47.0,10.0,4.0,51.0
677,67,47.0,14.0,-2.0,49.0
678,67,47.0,11.0,5.0,51.0
679,67,47.0,17.0,-3.0,48.0
680,67,47.0,15.0,-5.0,53.0
681,67,47.0,9.0,-6.0,48.0
682,67,47.0,13.0,-2.0,60.0
683,67,47.0,14.0,-3.0,47.0
684,67,47.0,7.0,-6.0,49.0
685,67,47.0,9.0,-2.0,48.0
686,67,47.0,8.0,0.0,55.0
687,67,47.0,10.0,-1.0,48.0
688,67,47.0,20.0,-5.0,52.0
689,67,47.0,9.0,-1.0,52.0
690,67,47.0,11.0,-1.0,49.0
691,67,47.0,7.0,-8.0,47.0
692,67,47.0,8.0,-4.0,48.0
693,67,47.0,9.0,-2.0,53.0
694,67,47.0,9.0,-1.0,52.0
695,67,47.0,18.0,4.0,58.0
696,67,47.0,7.0,-1.0,50.0
697,67,47.0,12.0,-4.0,53.0
698,67,47.0,11.0,-2.0,49.0
699,67,47.0,9.0,2.0,48.0
700,67,47.0,8.0,4.0,47.0
701,67,47.0,14.0,-5.0,47.0
702,67,47.0,19.0,-2.0,54.0
703,67,47.0,8.0,-1.0,55.0
704,67,47.0,7.0,-2.0,47.0
705,67,47.0,10.0,-3.0,47.0
706,67,47.0,12.0,-1.0,53.0
707,67,47.0,11.0,-4.0,51.0
708,67,47.0,12.0,-2.0,50.0
709,67,47.0,7.0,-1.0,51.0
710,67,47.0,9.0,-2.0,47.0
711,67,47.0,10.0,-6.0,50.0
712,67,47.0,7.0,-5.0,48.0
713,67,47.0,16.0,-1.0,56.0
714,67,47.0,9.0,-6.0,48.0
715,67,47.0,8.0,5.0,53.0
716,67,47.0,7.0,2.0,50.0
717,67,47.0,10.0,-7.0,51.0
718,67,47.0,14.0,-4.0,57.0
719,67,47.0,8.0,1.0,47.0
720,67,47.0,8.0,-1.0,48.0
721,67,47.0,14.0,5.0,59.0
722,67,47.0,10.0,-1.0,48.0
723,67,47.0,11.0,-12.0,47.0
724,67,47.0,9.0,-5.0,47.0
725,67,47.0,10.0,3.0,48.0
726,67,47.0,9.0,-1.0,47.0
727,67,47.0,10.0,-1.0,48.0
728,67,47.0,15.0,5.0,48.0
729,67,47.0,10.0,-1.0,47.0
730,67,47.0,7.0,-1.0,48.0
731,67,47.0,10.0,-4.0,48.0
732,67,47.0,10.0,-6.0,51.0
733,67,47.0,18.0,-19.0,50.0
734,67,47.0,12.0,5.0,47.0
735,67,47.0,10.0,-5.0,48.0
736,67,47.0,7.0,1.0,48.0
737,67,47.0,9.0,-10.0,53.0
738,67,47.0,7.0,-1.0,50.0
739,67,47.0,16.0,-1.0,62.0
740,67,47.0,9.0,-5.0,56.0
741,67,47.0,8.0,-6.0,54.0
742,67,47.0,9.0,-9.0,50.0
743,67,47.0,9.0,5.0,50.0
744,67,47.0,8.0,4.0,51.0
745,67,47.0,9.0,-4.0,48.0
746,67,47.0,9.0,-3.0,47.0
747,67,47.0,13.0,-6.0,47.0
748,67,47.0,14.0,5.0,56.0
749,67,47.0,7.0,5.0,52.0
750,67,47.0,6.0,-5.0,50.0
751,67,47.0,13.0,-14.0,49.0
752,67,47.0,7.0,-1.0,47.0
753,67,47.0,12.0,3.0,47.0
754,67,47.0,9.0,5.0,47.0
755,67,47.0,13.0,-1.0,50.0
756,67,47.0,8.0,-2.0,48.0
757,67,47.0,9.0,5.0,52.0
758,67,47.0,11.0,-4.0,51.0
759,67,47.0,9.0,-5.0,50.0
760,67,47.0,11.0,5.0,50.0
761,67,47.0,9.0,-1.0,51.0
762,67,47.0,7.0,-6.0,48.0
763,67,47.0,14.0,5.0,49.0
764,67,47.0,11.0,4.0,47.0
765,67,47.0,8.0,-2.0,50.0
766,67,47.0,7.0,-1.0,49.0
767,67,47.0,14.0,-1.0,53.0
768,67,47.0,16.0,-1.0,59.0
769,67,47.0,13.0,1.0,56.0
770,67,47.0,6.0,4.0,48.0
771,67,47.0,10.0,5.0,57.0
772,67,47.0,17.0,-3.0,49.0
773,67,47.0,7.0,-3.0,49.0
774,67,47.0,8.0,-5.0,52.0
775,67,47.0,12.0,-1.0,53.0
776,67,47.0,9.0,-9.0,47.0
777,67,47.0,8.0,-1.0,53.0
778,67,47.0,8.0,-1.0,52.0
779,67,47.0,12.0,-1.0,50.0
780,67,47.0,10.0,-7.0,48.0
781,67,47.0,8.0,-6.0,49.0
782,67,47.0,8.0,-3.0,48.0
783,67,47.0,9.0,1.0,52.0
784,67,47.0,13.0,-7.0,48.0
785,67,47.0,11.0,-1.0,50.0
786,67,47.0,7.0,-1.0,51.0
787,67,47.0,17.0,-4.0,49.0
788,67,47.0,7.0,-6.0,48.0
789,67,47.0,11.0,-3.0,52.0
790,67,47.0,7.0,-3.0,50.0
791,67,47.0,7.0,-1.0,47.0
792,67,47.0,18.0,-4.0,49.0
793,67,47.0,10.0,2.0,48.0
794,67,47.0,11.0,-2.0,50.0
795,67,47.0,21.0,-2.0,47.0
796,67,47.0,8.0,5.0,48.0
797,67,47.0,13.0,-1.0,54.0
798,67,47.0,14.0,-2.0,48.0
799,67,47.0,15.0,3.0,62.0
800,67,47.0,9.0,-2.0,51.0
801,67,47.0,12.0,-8.0,52.0
802,67,47.0,8.0,-5.0,50.0
803,67,47.0,9.0,-1.0,56.0
804,67,47.0,18.0,-10.0,51.0
805,67,47.0,7.0,-7.0,50.0
806,67,47.0,10.0,-1.0,52.0
807,67,47.0,11.0,-7.0,48.0
808,67,47.0,9.0,-2.0,48.0
809,67,47.0,7.0,-3.0,53.0
810,67,47.0,7.0,5.0,49.0
811,67,47.0,10.0,-2.0,48.0
812,67,47.0,10.0,-5.0,57.0
813,67,47.0,12.0,-8.0,47.0
814,67,47.0,8.0,3.0,55.0
815,67,47.0,12.0,-2.0,48.0
816,67,47.0,7.0,-7.0,54.0
817,67,47.0,7.0,-4.0,53.0
818,67,47.0,11.0,-2.0,47.0
819,67,47.0,9.0,-3.0,49.0
820,67,47.0,7.0,-2.0,52.0
821,67,47.0,12.0,-2.0,50.0
822,67,47.0,8.0,-5.0,50.0
823,67,47.0,8.0,1.0,47.0
824,67,47.0,10.0,-5.0,52.0
825,67,47.0,14.0,-2.0,57.0
826,67,47.0,7.0,-2.0,51.0
827,67,47.0,8.0,3.0,51.0
828,67,47.0,9.0,-3.0,47.0
829,67,47.0,16.0,-11.0,47.0
830,67,47.0,12.0,-5.0,51.0
831,67,47.0,11.0,-2.0,51.0
832,67,47.0,12.0,-2.0,50.0
833,67,47.0,7.0,-3.0,47.0
834,67,47.0,7.0,-7.0,47.0
835,67,47.0,8.0,-3.0,52.0
836,67,47.0,7.0,5.0,54.0
837,67,47.0,8.0,4.0,52.0
838,67,47.0,13.0,2.0,48.0
839,67,47.0,9.0,-3.0,47.0
840,67,47.0,7.0,-2.0,48.0
841,67,47.0,9.0,-2.0,50.0
842,67,47.0,15.0,5.0,51.0
843,67,47.0,10.0,-2.0,49.0
844,67,47.0,7.0,-1.0,47.0
845,67,47.0,14.0,-6.0,50.0
846,67,47.0,7.0,3.0,49.0
847,67,47.0,10.0,-11.0,47.0
848,67,47.0,13.0,-3.0,47.0
849,67,47.0,17.0,1.0,47.0
850,67,47.0,7.0,3.0,53.0
851,67,47.0,13.0,-4.0,47.0
852,67,47.0,11.0,-4.0,48.0
853,67,47.0,6.0,-6.0,49.0
854,67,47.0,6.0,-3.0,51.0
855,67,47.0,12.0,2.0,51.0
856,67,47.0,7.0,-1.0,47.0
857,67,47.0,8.0,-9.0,48.0
858,67,47.0,10.0,-7.0,51.0
859,67,47.0,8.0,-7.0,48.0
860,67,47.0,7.0,-3.0,48.0
861,67,47.0,13.0,-2.0,56.0
862,67,47.0,12.0,-5.0,48.0
863,67,47.0,7.0,-1.0,49.0
864,67,47.0,7.0,-3.0,49.0
865,67,47.0,12.0,-6.0,49.0
866,67,47.0,9.0,-2.0,49.0
867,67,47.0,8.0,-2.0,52.0
868,67,47.0,11.0,-1.0,55.0
869,67,47.0,13.0,-1.0,49.0
870,67,47.0,12.0,-2.0,52.0
871,67,47.0,7.0,-4.0,53.0
872,67,47.0,11.0,-4.0,48.0
873,67,47.0,15.0,-2.0,55.0
874,67,47.0,7.0,-4.0,49.0
875,67,47.0,10.0,3.0,48.0
876,67,47.0,13.0,-1.0,47.0
877,67,47.0,9.0,-2.0,48.0
878,67,47.0,8.0,-4.0,48.0
879,67,47.0,14.0,5.0,57.0
880,67,47.0,11.0,-1.0,53.0
881,67,47.0,9.0,-7.0,49.0
882,67,47.0,5.0,-5.0,47.0
883,67,47.0,8.0,2.0,49.0
884,67,47.0,13.0,-9.0,52.0
885,67,47.0,22.0,-1.0,64.0
886,67,47.0,15.0,3.0,51.0
887,67,47.0,12.0,-1.0,58.0
888,67,47.0,9.0,-3.0,47.0
889,67,47.0,12.0,0.0,47.0
890,67,47.0,12.0,-8.0,59.0
891,67,47.0,10.0,-4.0,48.0
892,67,47.0,8.0,-6.0,48.0
893,67,47.0,7.0,-4.0,49.0
894,67,47.0,8.0,5.0,55.0
895,67,47.0,13.0,-2.0,47.0
896,67,47.0,9.0,-1.0,49.0
897,67,47.0,11.0,-2.0,53.0
898,67,47.0,11.0,-3.0,48.0
899,67,47.0,14.0,-1.0,52.0
900,67,47.0,9.0,-3.0,49.0
901,67,47.0,8.0,3.0,54.0
902,67,47.0,9.0,-4.0,52.0
903,67,47.0,7.0,4.0,54.0
904,67,47.0,11.0,2.0,48.0
905,67,47.0,8.0,-5.0,48.0
906,67,47.0,9.0,-1.0,47.0
907,67,47.0,20.0,-2.0,62.0
908,67,47.0,9.0,-10.0,53.0
909,67,47.0,11.0,-1.0,58.0
910,67,47.0,13.0,-1.0,50.0
911,67,47.0,10.0,5.0,51.0
912,67,47.0,14.0,4.0,49.0
913,67,47.0,11.0,-4.0,50.0
914,67,47.0,11.0,-7.0,49.0
915,67,47.0,8.0,-3.0,50.0
916,67,47.0,7.0,-3.0,52.0
917,67,47.0,7.0,-3.0,50.0
918,67,47.0,10.0,-6.0,47.0
919,67,47.0,12.0,3.0,51.0
920,67,47.0,8.0,-9.0,47.0
921,67,47.0,8.0,-1.0,49.0
922,67,47.0,10.0,3.0,48.0
923,67,47.0,9.0,3.0,51.0
924,67,47.0,17.0,-4.0,47.0
925,67,47.0,7.0,5.0,47.0
926,67,47.0,12.0,-2.0,54.0
927,67,47.0,8.0,-8.0,50.0
928,67,47.0,12.0,4.0,48.0
929,67,47.0,12.0,5.0,57.0
930,67,47.0,13.0,-1.0,51.0
931,67,47.0,9.0,-2.0,52.0
932,67,47.0,7.0,-2.0,53.0
933,67,47.0,9.0,-1.0,49.0
934,67,47.0,13.0,-3.0,55.0
935,67,47.0,11.0,-3.0,49.0
936,67,47.0,16.0,-14.0,47.0
937,67,47.0,16.0,-1.0,63.0
938,67,47.0,10.0,-8.0,52.0
939,67,47.0,11.0,-1.0,51.0
940,67,47.0,7.0,-1.0,48.0
941,67,47.0,9.0,2.0,51.0
942,67,47.0,8.0,3.0,52.0
943,67,47.0,9.0,-8.0,50.0
944,67,47.0,11.0,-3.0,48.0
945,67,47.0,6.0,5.0,52.0
946,67,47.0,8.0,-1.0,48.0
947,67,47.0,9.0,4.0,51.0
948,67,47.0,12.0,4.0,51.0
949,67,47.0,14.0,-5.0,47.0
950,67,47.0,10.0,-1.0,49.0
951,67,47.0,9.0,-1.0,47.0
952,67,47.0,6.0,3.0,47.0
953,67,47.0,9.0,-1.0,51.0
954,67,47.0,6.0,2.0,49.0
955,67,47.0,7.0,-8.0,47.0
956,67,47.0,6.0,-1.0,51.0
957,67,47.0,8.0,-3.0,55.0
958,67,47.0,9.0,-3.0,51.0
959,67,47.0,11.0,5.0,56.0
960,67,47.0,16.0,-17.0,48.0
961,67,47.0,12.0,-1.0,47.0
962,67,47.0,9.0,-3.0,53.0
963,67,47.0,11.0,-4.0,48.0
964,67,47.0,8.0,-1.0,47.0
965,67,47.0,9.0,5.0,51.0
966,67,47.0,13.0,-12.0,50.0
967,67,47.0,7.0,-1.0,54.0
968,67,47.0,8.0,-1.0,49.0
969,67,47.0,14.0,-3.0,47.0
970,67,47.0,10.0,-4.0,50.0
971,67,47.0,12.0,-4.0,51.0
972,67,47.0,14.0,-6.0,48.0
973,67,47.0,11.0,0.0,47.0
974,67,47.0,13.0,5.0,51.0
975,67,47.0,11.0,-7.0,47.0
976,67,47.0,7.0,-2.0,53.0
977,67,47.0,7.0,-3.0,47.0
978,67,47.0,6.0,-6.0,47.0
979,67,47.0,12.0,-3.0,48.0
980,67,47.0,13.0,-1.0,47.0
981,67,47.0,20.0,-1.0,67.0
982,67,47.0,11.0,-6.0,47.0
983,67,47.0,11.0,-1.0,48.0
984,67,47.0,10.0,-4.0,57.0
985,67,47.0,12.0,-4.0,48.0
986,67,47.0,12.0,-6.0,47.0
987,67,47.0,6.0,4.0,49.0
988,67,47.0,10.0,-1.0,49.0
989,67,47.0,12.0,5.0,59.0
990,67,47.0,9.0,3.0,53.0
991,67,47.0,10.0,-4.0,50.0
992,67,47.0,11.0,-6.0,48.0
993,67,47.0,11.0,-3.0,51.0
994,67,47.0,15.0,-4.0,47.0
995,67,47.0,9.0,-1.0,47.0
996,67,47.0,11.0,-9.0,47.0
997,67,47.0,7.0,3.0,52.0
998,67,47.0,11.0,-4.0,53.0
999,67,47.0,8.0,5.0,49.0
1000,67,47.0,16.0,-3.0,50.0
